halaman1,content
19,Jabatan-jabatan tertentu sebagaimana dimaksud dalam ayat (1) diatur dengan Keputusan Menteri
20,(NULL)
20,Pemberi kerja wajib membayar kompensasi atas setiap tenaga kerja asing yang dipekerjakannya.
20,"Kewajiban membayar kompensasi sebagaimana dimaksud dalam ayat (1) tidak berlaku bagi instansi pemerintah, perwakilan negara asing, badan-badan internasional, lembaga sosial, lembaga keagamaan, dan jabatan-jabatan tertentu di lembaga pendidikan."
20,Ketentuan mengenai jabatan-jabatan tertentu di lembaga pendidikan sebagaimana dimaksud dalam ayat (2) diatur dengan Keputusan Menteri.
20,Ketentuan mengenai besarnya kompensasi dan penggunaannya diatur dengan Peraturan Pemerintah.
20,Pemberi kerja yang mempekerjakan tenaga kerja asing wajib memulangkan tenaga kerja asing ke negara asalnya setelah hubungan kerjanya berakhir.
20,Ketentuan mengenai penggunaan tenaga kerja asing serta pelaksanaan pendidikan dan pelatihan tenaga kerja pendamping diatur dengan Keputusan Presiden.
20,HUBUNGAN KERJA
20,Hubungan kerja terjadi karena adanya perjanjian kerja antara pengusaha dan pekerja/buruh.
20,(NULL)
20,Perjanjian kerja dibuat secara tertulis atau lisan.
20,Perjanjian kerja yang dipersyaratkan secara tertulis dilaksanakan sesuai dengan peraturan perundang-undangan yang berlaku.
21,(NULL)
21,"Perjanjian kerja dibuat atas dasar:
a. kesepakatan kedua belah pihak;
b. kemampuan atau kecakapan melakukan perbuatan hukum;
c. adanya pekerjaan yang diperjanjikan; dan
d. pekerjaan yang diperjanjikan tidak bertentangan dengan ketertiban umum, kesusilaan, dan peraturan perundang-undangan yang berlaku."
21,Perjanjian kerja yang dibuat oleh para pihak yang bertentangan dengan ketentuan sebagaimana dimaksud dalam ayat (1) huruf a dan b dapat dibatalkan.
21,Perjanjian kerja yang dibuat oleh para pihak yang bertentangan dengan ketentuan sebagaimana dimaksud dalam ayat (1) huruf c dan d batal demi hukum.
21,Segala hal dan/atau biaya yang diperlukan bagi pelaksanaan pembuatan perjanjian kerja dilaksanakan oleh dan menjadi tanggung jawab pengusaha.
21,(NULL)
21,"Perjanjian kerja yang dibuat secara tertulis sekurang-kurangnya memuat :
a. nama, alamat perusahaan, dan jenis usaha;
b. nama, jenis kelamin, umur, dan alamat pekerja/buruh;
c. jabatan atau jenis pekerjaan;
d. tempat pekerjaan;
e. besarnya upah dan cara pembayarannya;
f. syarat-syarat kerja yang memuat hak dan kewajiban pengusaha dan pekerja/buruh;
g. mulai dan jangka waktu berlakunya perjanjian kerja;
h. tempat dan tanggal perjanjian kerja dibuat; dan
i. tanda tangan para pihak dalam perjanjian kerja."
21,"Ketentuan dalam perjanjian kerja sebagaimana dimaksud dalam ayat (1) huruf e dan f, tidak boleh bertentangan dengan peraturan perusahaan, perjanjian kerja bersama, dan peraturan perundang-undangan yang berlaku."
22,"Perjanjian kerja sebagaimana dimaksud dalam ayat (1) dibuat sekurang-kurangnya rangkap 2 (dua), yang mempunyai kekuatan hukum yang sama, serta pekerja/buruh dan pengusaha masing-masing mendapat 1 (satu) perjanjian kerja."
22,"Perjanjian kerja tidak dapat ditarik kembali dan/atau diubah, kecuali atas persetujuan para pihak."
22,(NULL)
22,Perjanjian kerja dibuat untuk waktu tertentu atau untuk waktu tidak tertentu.
22,"Perjanjian kerja untuk waktu tertentu sebagaimana dimaksud dalam ayat (1) didasarkan atas:
a. jangka waktu; atau
b. selesainya suatu pekerjaan tertentu."
22,(NULL)
22,Perjanjian kerja untuk waktu tertentu dibuat secara tertulis serta harus menggunakan bahasa Indonesia dan huruf latin.
22,Perjanjian kerja untuk waktu tertentu yang dibuat tidak tertulis bertentangan dengan ketentuan sebagai mana dimaksud dalam ayat (1) dinyatakan sebagai perjanjian kerja untuk waktu tidak tertentu.
22,"Dalam hal perjanjian kerja dibuat dalam bahasa Indonesia dan bahasa asing, apabila kemudian terdapat perbedaan penafsiran antara keduanya, maka yang berlaku perjanjian kerja yang dibuat dalam bahasa Indonesia."
22,(NULL)
22,Perjanjian kerja untuk waktu tertentu tidak dapat mensyaratkan adanya masa percobaan kerja.
22,"Dalam hal disyaratkan masa percobaan kerja dalam perjanjian kerja sebagaimana dimaksud dalam ayat (1), masa percobaan kerja yang disyaratkan batal demi hukum."
23,(NULL)
23,"Perjanjian kerja untuk waktu tertentu hanya dapat dibuat untuk pekerjaan tertentu yang menurut jenis dan sifat atau kegiatan pekerjaannya akan selesai dalam waktu tertentu, yaitu :
a. pekerjaan yang sekali selesai atau yang sementara sifatnya;
b. pekerjaan yang diperkirakan penyelesaiannya dalam waktu yang tidak terlalu lama dan paling lama 3 (tiga) tahun;
c. pekerjaan yang bersifat musiman; atau
d. pekerjaan yang berhubungan dengan produk baru, kegiatan baru, atau produk tambahan yang masih dalam percobaan atau penjajakan."
23,Perjanjian kerja untuk waktu tertentu tidak dapat diadakan untuk pekerjaan yang bersifat tetap.
23,Perjanjian kerja untuk waktu tertentu dapat diperpanjang atau diperbaharui.
23,Perjanjian kerja waktu tertentu yang didasarkan atas jangka waktu tertentu dapat diadakan untuk paling lama 2 (dua) tahun dan hanya boleh diperpanjang 1 (satu) kali untuk jangka waktu paling lama 1 (satu) tahun.
23,"Pengusaha yang bermaksud memperpanjang perjanjian kerja waktu tertentu tersebut, paling lama 7 (tujuh) hari sebelum perjanjian kerja waktu tertentu berakhir telah memberitahukan maksudnya secara tertulis kepada pekerja/buruh yang bersangkutan."
23,"Pembaruan perjanjian kerja waktu tertentu hanya dapat diadakan setelah melebihi masa tenggang waktu 30 (tiga puluh) hari berakhirnya perjanjian kerja waktu tertentu yang lama, pembaruan perjanjian kerja waktu tertentu ini hanya boleh dilakukan 1 (satu) kali dan paling lama 2 (dua) tahun."
23,"Perjanjian kerja untuk waktu tertentu yang tidak memenuhi ketentuan sebagaimana dimaksud dalam ayat (1), ayat (2), ayat (4), ayat (5), dan ayat (6) maka demi hukum menjadi perjanjian kerja waktu tidak tertentu."
23,Hal-hal lain yang belum diatur dalam Pasal ini akan diatur lebih lanjut dengan Keputusan Menteri.
23,(NULL)
23,Perjanjian kerja untuk waktu tidak tertentu dapat mensyaratkan masa percobaan kerja paling lama 3 (tiga) bulan.
24,"Dalam masa percobaan kerja sebagaimana dimaksud dalam ayat (1), pengusaha dilarang membayar upah di bawah upah minimum yang berlaku."
24,(NULL)
24,"Perjanjian kerja berakhir apabila :
a. pekerja meninggal dunia;
b. berakhirnya jangka waktu perjanjian kerja;
c. adanya putusan pengadilan dan/atau putusan atau penetapan lembaga penyelesaian perselisihan hubungan industrial yang telah mempunyai kekuatan hukum tetap; atau
d. adanya keadaan atau kejadian tertentu yang dicantumkan dalam perjanjian kerja, peraturan perusahaan, atau perjanjian kerja bersama yang dapat menyebabkan berakhirnya hubungan kerja."
24,"Perjanjian kerja tidak berakhir karena meninggalnya pengusaha atau beralihnya hak atas perusahaan yang disebabkan penjualan, pewarisan, atau hibah."
24,"Dalam hal terjadi pengalihan perusahaan maka hak-hak pekerja/buruh menjadi tanggung jawab pengusaha baru, kecuali ditentukan lain dalam perjanjian pengalihan yang tidak mengurangi hak-hak pekerja/buruh."
24,"Dalam hal pengusaha, orang perseorangan, meninggal dunia, ahli waris pengusaha dapat mengakhiri per-janjian kerja setelah merundingkan dengan pekerja/buruh."
24,"Dalam hal pekerja/buruh meninggal dunia, ahli waris pekerja/ buruh berhak mendapatkan hak haknya se-suai dengan peraturan perundang-undangan yang berlaku atau hak hak yang telah diatur dalam perjanjian kerja, peraturan perusahaan, atau perjanjian kerja bersama."
25,"Apabila salah satu pihak mengakhiri hubungan kerja sebelum berakhirnya jangka waktu yang ditetapkan dalam perjanjian kerja waktu tertentu, atau berakhirnya hubungan kerja bukan karena ketentuan sebagaimana dimaksud dalam Pasal 61 ayat (1), pihak yang mengakhiri hubungan kerja diwajibkan membayar ganti rugi kepada pihak lainnya sebesar upah pekerja/buruh sampai batas waktu berakhirnya jangka waktu perjanjian kerja."
25,(NULL)
25,"Dalam hal perjanjian kerja waktu tidak tertentu dibuat secara lisan, maka pengusaha wajib membuat surat pengangkatan bagi pekerja/buruh yang bersangkutan."
25,"Surat pengangkatan sebagaimana dimaksud dalam ayat (1), sekurang-kurangnya memuat keterangan :
a. nama dan alamat pekerja/buruh;
b. tanggal mulai bekerja;
c. jenis pekerjaan; dan
d. besarnya upah."
25,Perusahaan dapat menyerahkan sebagian pelaksanaan pekerjaan kepada perusahaan lainnya melalui perjanjian pemborongan pekerjaan atau penyediaan jasa pekerja/buruh yang dibuat secara tertulis.
25,(NULL)
25,Penyerahan sebagian pelaksanaan pekerjaan kepada perusahaan lain dilaksanakan melalui perjanjian pem borongan pekerjaan yang dibuat secara tertulis.
25,"Pekerjaan yang dapat diserahkan kepada perusahaan lain sebagaimana dimaksud dalam ayat (1) harus memenuhi syarat-syarat sebagai berikut :
a. dilakukan secara terpisah dari kegiatan utama;
b. dilakukan dengan perintah langsung atau tidak langsung dari pemberi pekerjaan;"
26,"c. merupakan kegiatan penunjang perusahaan secara keseluruhan; dan
d. tidak menghambat proses produksi secara langsung."
26,Perusahaan lain sebagaimana dimaksud dalam ayat (1) harus berbentuk badan hukum.
26,Perlindungan kerja dan syarat-syarat kerja bagi pekerja/buruh pada perusahaan lain sebagaimana dimaksud dalam ayat (2) sekurang-kurangnya sama dengan perlindungan kerja dan syarat-syarat kerja pada perusahaan pemberi pekerjaan atau sesuai dengan peraturan perundang-undangan yang berlaku.
26,Perubahan dan/atau penambahan syarat-syarat sebagaimana dimaksud dalam ayat (2) diatur lebih lanjut dengan Keputusan Menteri.
26,Hubungan kerja dalam pelaksanaan pekerjaan sebagaimana dimaksud dalam ayat (1) diatur dalam perjanjian kerja secara tertulis antara perusahaan lain dan pekerja/buruh yang dipekerjakannya.
26,Hubungan kerja sebagaimana dimaksud dalam ayat (6) dapat didasarkan atas perjanjian kerja waktu tidak tertentu atau perjanjian kerja waktu tertentu apabila memenuhi persyaratan sebagaimana dimaksud dalam Pasal 59.
26,"Dalam hal ketentuan sebagaimana dimaksud dalam ayat (2) dan ayat (3) tidak terpenuhi, maka demi hukum status hubungan kerja pekerja/buruh dengan perusahaan penerima pemborongan beralih menjadi hubungan kerja pekerja/buruh dengan perusahaan pemberi pekerjaan."
26,"Dalam hal hubungan kerja beralih ke perusahaan pemberi pekerjaan sebagaimana dimaksud dalam ayat (8), maka hubungan kerja pekerja/buruh dengan pemberi pekerjaan sesuai dengan hubungan kerja sebagaimana dimaksud dalam ayat (7)."
26,(NULL)
26,"Pekerja/buruh dari perusahaan penyedia jasa pekerja/buruh tidak boleh digunakan oleh pemberi kerja untuk melaksanakan kegiatan pokok atau kegiatan yang berhubungan langsung dengan proses produksi, kecuali untuk kegiatan jasa penunjang atau kegiatan yang tidak berhubungan langsung dengan proses produksi."
27,"Penyedia jasa pekerja/buruh untuk kegiatan jasa penunjang atau kegiatan yang tidak berhubungan lang-sung dengan proses produksi harus memenuhi syarat sebagai berikut :
a. adanya hubungan kerja antara pekerja/buruh dan perusahaan penyedia jasa pekerja/buruh;
b. perjanjian kerja yang berlaku dalam hubungan kerja sebagaimana dimaksud pada huruf a adalah perjanjian kerja untuk waktu tertentu yang memenuhi persyaratan sebagaimana dimaksud dalam Pasal 59 dan/atau perjanjian kerja waktu tidak tertentu yang dibuat secara tertulis dan ditandatangani oleh kedua belah pihak;
c. perlindungan upah dan kesejahteraan, syarat-syarat kerja, serta perselisihan yang timbul menjadi tanggung jawab perusahaan penyedia jasa pekerja/buruh; dan
d. perjanjian antara perusahaan pengguna jasa pekerja/buruh dan perusahaan lain yang bertindak sebagai perusahaan penyedia jasa pekerja/buruh dibuat secara tertulis dan wajib memuat pasal-pasal sebagaimana dimaksud dalam undang-undang ini."
27,Penyedia jasa pekerja/buruh merupakan bentuk usaha yang berbadan hukum dan memiliki izin dari instansi yang bertanggung jawab di bidang ketenagakerjaan.
27,"Dalam hal ketentuan sebagaimana dimaksud dalam ayat (1), ayat (2) huruf a, huruf b, dan huruf d serta ayat (3) tidak terpenuhi, maka demi hukum status hubungan kerja antara pekerja/buruh dan perusahaan penyedia jasa pekerja/buruh beralih menjadi hubungan kerja antara pekerja/buruh dan perusahaan pemberi pekerjaan."
27,"PERLINDUNGAN, PENGUPAHAN, DAN KESEJAHTERAAN"
27,Perlindungan
27,Penyandang Cacat
28,(NULL)
28,Pengusaha yang mempekerjakan tenaga kerja penyandang cacat wajib memberikan perlindungan sesuai dengan jenis dan derajat kecacatannya.
28,Pemberian perlindungan sebagaimana dimaksud dalam ayat (1) dilaksanakan sesuai dengan peraturan perundang-undangan yang berlaku.
28,Anak
28,Pengusaha dilarang mempekerjakan anak.
28,(NULL)
28,"Ketentuan sebagaimana dimaksud dalam Pasal 68 dapat dikecualikan bagi anak yang berumur antara 13 (tiga belas) tahun sampai dengan 15 (lima belas) tahun untuk melakukan pekerjaan ringan sepanjang tidak mengganggu perkembangan dan kesehatan fisik, mental, dan sosial."
28,"Pengusaha yang mempekerjakan anak pada pekerjaan ringan sebagai-mana dimaksud dalam ayat (1) ha-rus memenuhi persyaratan :
a. izin tertulis dari orang tua atau wali;
b. perjanjian kerja antara pengusaha dengan orang tua atau wali;
c. waktu kerja maksimum 3 (tiga) jam;
d. dilakukan pada siang hari dan tidak mengganggu waktu sekolah;
e. keselamatan dan kesehatan kerja;
f. adanya hubungan kerja yang jelas; dan
g. menerima upah sesuai dengan ketentuan yang berlaku."
28,"Ketentuan sebagaimana dimaksud dalam ayat (2) huruf a, b, f, dan g dikecualikan bagi anak yang bekerja pada usaha keluarganya."
28,(NULL)
28,Anak dapat melakukan pekerjaan di tempat kerja yang merupakan bagian dari kurikulum pendidikan atau pelatihan yang disahkan oleh pejabat yang berwenang.
29,Anak sebagaimana dimaksud dalam ayat (1) paling sedikit berumur 14 (empat belas) tahun.
29,"Pekerjaan sebagaimana dimaksud dalam ayat (1) dapat dilakukan dengan syarat :
a. diberi petunjuk yang jelas tentang cara pelaksanaan pekerjaan serta bimbingan dan pengawasan dalam melaksanakan pekerjaan; dan
b. diberi perlindungan keselamatan dan kesehatan kerja."
29,(NULL)
29,Anak dapat melakukan pekerjaan untuk mengembangkan bakat dan minatnya.
29,"Pengusaha yang mempekerjakan anak sebagaimana dimaksud dalam ayat (1) wajib memenuhi syarat:
a. di bawah pengawasan langsung dari orang tua atau wali;
b. waktu kerja paling lama 3 (tiga) jam sehari; dan
c. kondisi dan lingkungan kerja tidak mengganggu perkembangan fisik, mental, sosial, dan waktu sekolah."
29,Ketentuan mengenai anak yang bekerja untuk mengembangkan bakat dan minat sebagaimana dimaksud dalam ayat (1) dan ayat (2) diatur dengan Keputusan Menteri.
29,"Dalam hal anak dipekerjakan bersama-sama dengan pekerja/buruh dewasa, maka tempat kerja anak harus dipisahkan dari tempat kerja pekerja/buruh dewasa."
29,"Anak dianggap bekerja bilamana berada di tempat kerja, kecuali dapat dibuktikan sebaliknya."
29,(NULL)
29,Siapa pun dilarang mempekerjakan dan melibatkan anak pada pekerjaan-pekerjaan yang terburuk.
30,"Pekerjaan-pekerjaan yang terburuk yang dimaksud dalam ayat (1) meliputi:
a. segala pekerjaan dalam bentuk perbudakan atau sejenisnya;
b. segala pekerjaan yang memanfaatkan, menyediakan, atau menawarkan anak untuk pelacuran, produksi pornografi, pertunjukan porno, atau perjudian;
c. segala pekerjaan yang memanfaatkan, menyediakan, atau melibatkan anak untuk produksi dan perdagangan minuman keras, narkotika, psikotropika, dan zat adiktif lainnya; dan/atau
d. semua pekerjaan yang membahayakan kesehatan, keselamatan, atau moral anak."
30,"Jenis-jenis pekerjaan yang membahayakan kesehatan, keselamatan, atau moral anak sebagaimana di-maksud dalam ayat (2) huruf d ditetapkan dengan Keputusan Menteri."
30,(NULL)
30,Pemerintah berkewajiban melakukan upaya penanggulangan anak yang bekerja di luar hubungan kerja.
30,Upaya penanggulangan sebagaimana dimaksud dalam ayat (1) diatur dengan Peraturan Pemerintah.
30,Perempuan
30,(NULL)
30,Pekerja/buruh perempuan yang berumur kurang dari 18 (delapan belas) tahun dilarang dipekerjakan antara pukul 23.00 sampai dengan pukul 07.00.
30,Pengusaha dilarang mempekerjakan pekerja/buruh perempuan hamil yang menurut keterangan dokter berbahaya bagi kesehatan dan keselamatan kandungannya maupun dirinya apabila bekerja antara pukul 23.00 sampai dengan pukul 07.00.
31,"Pengusaha yang mempekerjakan pekerja/buruh perempuan antara pukul 23.00 sampai dengan pukul 07.00 wajib :
a.memberikan makanan dan minuman bergizi; dan
b. menjaga kesusilaan dan keamanan selama di tempat kerja."
31,Pengusaha wajib menyediakan angkutan antar jemput bagi pekerja/buruh perempuan yang berangkat dan pulang bekerja antara pukul 23.00 sampai dengan pukul 05.00.
31,Ketentuan sebagaimana dimaksud dalam ayat (3) dan ayat (4) diatur dengan Keputusan Menteri.
31,Waktu Kerja
31,(NULL)
31,Setiap pengusaha wajib melaksanakan ketentuan waktu kerja.
31,"Waktu kerja sebagaimana dimaksud dalam ayat (1) meliputi :
a. 7 (tujuh) jam 1 (satu) hari dan 40 (empat puluh) jam 1 (satu) minggu untuk 6 (enam) hari kerja dalam 1 (satu) minggu; atau
b. 8 (delapan) jam 1 (satu) hari dan 40 (empat puluh) jam 1 (satu) minggu untuk 5 (lima) hari kerja dalam 1 (satu) minggu."
31,Ketentuan waktu kerja sebagaimana dimaksud dalam ayat (2) tidak berlaku bagi sektor usaha atau pekerjaan tertentu.
31,Ketentuan mengenai waktu kerja pada sektor usaha atau pekerjaan tertentu sebagaimana dimaksud dalam ayat (3) diatur dengan Keputusan Menteri.
31,(NULL)
31,"Pengusaha yang mempekerjakan pekerja/buruh melebihi waktu kerja sebagaimana dimaksud dalam Pasal 77 ayat (2) harus memenuhi syarat :
a. ada persetujuan pekerja/buruh yang bersangkutan; dan
b. waktu kerja lembur hanya dapat dilakukan paling banyak 3 (tiga) jam dalam 1 (satu) hari dan 14 (empat belas) jam dalam 1 (satu) minggu."
31,Pengusaha yang mempekerjakan pekerja/buruh melebihi waktu kerja sebagaimana dimaksud dalam ayat (1) wajib membayar upah kerja lembur.
32,Ketentuan waktu kerja lembur sebagaimana dimaksud dalam ayat (1) huruf b tidak berlaku bagi sektor usaha atau pekerjaan tertentu.
32,Ketentuan mengenai waktu kerja lembur dan upah kerja lembur sebagaimana dimaksud dalam ayat (2) dan ayat (3) diatur dengan Keputusan Menteri.
32,(NULL)
32,Pengusaha wajib memberi waktu istirahat dan cuti kepada pekerja/buruh.
32,"Waktu istirahat dan cuti sebagaimana dimaksud dalam ayat (1), meliputi:
a. istirahat antara jam kerja, sekurang-kurangnya setengah jam setelah bekerja selama 4 (empat) jam terus menerus dan waktu istirahat tersebut tidak termasuk jam kerja;
b. istirahat mingguan 1 (satu) hari untuk 6 (enam) hari kerja dalam 1 (satu) minggu atau 2 (dua) hari untuk 5 (lima) hari kerja dalam 1 (satu) minggu;
c. cuti tahunan, sekurang-kurangnya 12 (dua belas) hari kerja setelah pekerja/buruh yang bersangkutan bekerja selama 12 (dua belas) bulan secara terus menerus; dan
d. istirahat panjang sekurang-kurangnya 2 (dua) bulan dan dilaksanakan pada tahun ketujuh dan kedelapan masing-masing 1 (satu) bulan bagi pekerja/buruh yang telah bekerja selama 6 (enam) tahun secara terus-menerus pada perusahaan yang sama dengan ketentuan pekerja/buruh tersebut tidak berhak lagi atas istirahat tahunannya dalam 2 (dua) tahun berjalan dan selanjutnya berlaku untuk setiap kelipatan masa kerja 6 (enam) tahun."
32,"Pelaksanaan waktu istirahat tahunan sebagaimana dimaksud dalam ayat (2) huruf c diatur dalam perjanjian kerja, peraturan perusahaan, atau perjanjian kerja bersama."
32,Hak istirahat panjang sebagaimana dimaksud dalam ayat (2) huruf d hanya berlaku bagi pekerja/buruh yang bekerja pada perusahaan tertentu.
32,Perusahaan tertentu sebagaimana dimaksud dalam ayat (4) diatur dengan Keputusan Menteri.
33,Pengusaha wajib memberikan kesempatan yang secukupnya kepada pekerja/ buruh untuk melaksanakan ibadah yang diwajibkan oleh agamanya.
33,(NULL)
33,"Pekerja/buruh perempuan yang dalam masa haid merasakan sakit dan memberitahukan kepada pengusaha, tidak wajib bekerja pada hari pertama dan kedua pada waktu haid."
33,"Pelaksanaan ketentuan sebagaimana dimaksud dalam ayat (1) diatur dalam perjanjian kerja, peraturan perusahaan, atau perjanjian kerja bersama."
33,(NULL)
33,"Pekerja/buruh perempuan berhak memperoleh istirahat selama 1,5 (satu setengah) bulan sebelum saatnya melahirkan anak dan 1,5 (satu setengah) bulan sesudah melahirkan menurut perhitungan dokter kandungan atau bidan."
33,"Pekerja/buruh perempuan yang mengalami keguguran kandungan berhak memperoleh istirahat 1,5 (satu setengah) bulan atau sesuai dengan surat keterangan dokter kandungan atau bidan."
33,Pekerja/buruh perempuan yang anaknya masih menyusu harus diberi kesempatan sepatutnya untuk menyusui anaknya jika hal itu harus dilakukan selama waktu kerja.
33,"Setiap pekerja/buruh yang menggunakan hak waktu istirahat sebagaimana dimaksud dalam Pasal 79 ayat (2) huruf b, c, dan d, Pasal 80, dan Pasal 82 berhak mendapat upah penuh."
33,(NULL)
33,Pekerja/buruh tidak wajib bekerja pada hari-hari libur resmi.
34,Pengusaha dapat mempekerjakan pekerja/buruh untuk bekerja pada hari-hari libur resmi apabila jenis dan sifat pekerjaan tersebut harus dilaksanakan atau dijalankan secara terus- menerus atau pada keadaan lain berdasarkan kesepakatan antara pekerja/buruh dengan pengusaha.
34,Pengusaha yang mempekerjakan pekerja/buruh yang melakukan pekerjaan pada hari libur resmi sebagaimana dimaksud dalam ayat (2) wajib membayar upah kerja lembur.
34,Ketentuan mengenai jenis dan sifat pekerjaan sebagaimana dimaksud dalam ayat (2) diatur dengan Keputusan Menteri.
34,Keselamatan dan Kesehatan Kerja
34,(NULL)
34,"Setiap pekerja/buruh mempunyai hak untuk memperoleh perlindungan atas:
a. keselamatan dan kesehatan kerja;
b. moral dan kesusilaan; dan
c. perlakuan yang sesuai dengan harkat dan martabat manusia serta nilai-nilai agama."
34,Untuk melindungi keselamatan pekerja/buruh guna mewujudkan produktivitas kerja yang optimal diselenggarakan upaya keselamatan dan kesehatan kerja.
34,Perlindungan sebagaimana dimaksud dalam ayat (1) dan ayat (2) dilaksanakan sesuai dengan peraturan perundang-undangan yang berlaku.
34,(NULL)
34,Setiap perusahaan wajib menerapkan sistem manajemen keselamatan dan kesehatan kerja yang terintegrasi dengan sistem manajemen perusahaan.
34,Ketentuan mengenai penerapan sistem manajemen keselamatan dan kesehatan kerja sebagaimana dimaksud dalam ayat (1) diatur dengan Peraturan Pemerintah.
35,Pengupahan.
35,(NULL)
35,Setiap pekerja/buruh berhak memperoleh penghasilan yang memenuhi penghidupan yang layak bagi kemanusiaan.
35,"Untuk mewujudkan penghasilan yang memenuhi penghidupan yang layak bagi kemanusiaan sebagaimana dimaksud dalam ayat (1), pemerintah menetapkan kebijakan pengupahan yang melindungi pekerja/buruh."
35,"Kebijakan pengupahan yang melindungi pekerja/buruh sebagaimana dimaksud dalam ayat (2) meliputi :
a. upah minimum;
b. upah kerja lembur;
c. upah tidak masuk kerja karena berhalangan;
d. upah tidak masuk kerja karena melakukan kegiatan lain di luar pekerjaannya;
e. upah karena menjalankan hak waktu istirahat kerjanya;
f. bentuk dan cara pembayaran upah;
g. denda dan potongan upah;
h. hal-hal yang dapat diperhitungkan dengan upah;
i. struktur dan skala pengupahan yang proporsional;
j. upah untuk pembayaran pesangon; dan
k. upah untuk perhitungan pajak penghasilan."
35,Pemerintah menetapkan upah minimum sebagaimana dimaksud dalam ayat (3) huruf a berdasarkan kebutuhan hidup layak dan dengan memperhatikan produktivitas dan pertumbuhan ekonomi.
35,(NULL)
35,"Upah minimum sebagaimana dimaksud dalam Pasal 88 ayat (3) huruf a dapat terdiri atas :
a. upah minimum berdasarkan wilayah provinsi atau kabupaten/kota;
b. upah minimum berdasarkan sektor pada wilayah provinsi atau kabupaten/kota."
36,Upah minimum sebagaimana dimaksud dalam ayat (1) diarahkan kepada pencapaian kebutuhan hidup layak.
36,Upah minimum sebagaimana dimaksud dalam ayat (1) ditetapkan oleh Gubernur dengan memperhatikan rekomendasi dari Dewan Pengupahan Provinsi dan/atau Bupati/Walikota.
36,Komponen serta pelaksanaan tahapan pencapaian kebutuhan hidup layak sebagaimana dimaksud dalam ayat (2) diatur dengan Keputusan Menteri.
36,(NULL)
36,Pengusaha dilarang membayar upah lebih rendah dari upah minimum sebagaimana dimaksud dalam Pasal 89.
36,Bagi pengusaha yang tidak mampu membayar upah minimum sebagaimana dimaksud dalam Pasal 89 dapat dilakukan penangguhan.
36,Tata cara penangguhan sebagaimana dimaksud dalam ayat (2) diatur dengan Keputusan Menteri.
36,(NULL)
36,Pengaturan pengupahan yang ditetapkan atas kesepakatan antara pengusaha dan pekerja/buruh atau serikat pekerja/serikat buruh tidak boleh lebih rendah dari ketentuan pengupahan yang ditetapkan peraturan perundang-undangan yang berlaku.
36,"Dalam hal kesepakatan sebagaimana dimaksud dalam ayat (1) lebih rendah atau bertentangan dengan peraturan perundang-undangan, kesepakatan tersebut batal demi hukum, dan pengusaha wajib membayar upah pekerja/buruh menurut peraturan perundang-undangan yang berlaku."
36,(NULL)
36,"Pengusaha menyusun struktur dan skala upah dengan memperhatikan golongan, jabatan, masa kerja, pendidikan, dan kompetensi."
36,Pengusaha melakukan peninjauan upah secara berkala dengan memperhatikan kemampuan perusahaan dan produktivitas.
37,Ketentuan mengenai struktur dan skala upah sebagaimana dimaksud dalam ayat (1) diatur dengan Keputusan Menteri.
37,(NULL)
37,Upah tidak dibayar apabila pekerja/buruh tidak melakukan pekerjaan.
37,"Ketentuan sebagaimana dimaksud dalam ayat (1) tidak berlaku, dan pengusaha wajib membayar upah apabila :
a. pekerja/buruh sakit sehingga tidak dapat melakukan pekerjaan;
b. pekerja/buruh perempuan yang sakit pada hari pertama dan kedua masa haidnya sehingga tidak dapat melakukan pekerjaan;
c. pekerja/buruh tidak masuk bekerja karena pekerja/buruh menikah, menikahkan, mengkhitankan, membaptiskan anaknya, istri melahirkan atau keguguran kandungan, suami atau istri atau anak atau menantu atau orang tua atau mertua atau anggota keluarga dalam satu rumah meninggal dunia;
d. pekerja/buruh tidak dapat melakukan pekerjaannya karena sedang menjalankan kewajiban terhadap negara;
e. pekerja/buruh tidak dapat melakukan pekerjaannya karena menjalankan ibadah yang diperintahkan agamanya;
f. pekerja/buruh bersedia melakukan pekerjaan yang telah dijanjikan tetapi pengusaha tidak mempekerjakannya, baik karena kesalahan sendiri maupun halangan yang seharusnya dapat dihindari pengusaha;
g. pekerja/buruh melaksanakan hak istirahat;
h. pekerja/buruh melaksanakan tugas serikat pekerja/serikat buruh atas persetujuan pengusaha; dan
i. pekerja/buruh melaksanakan tugas pendidikan dari perusahaan."
37,"Upah yang dibayarkan kepada pekerja/buruh yang sakit sebagaimana dimaksud dalam ayat (2) huruf a sebagai berikut :
a. untuk 4 (empat) bulan pertama, dibayar 100% (seratus perseratus) dari upah;
b. untuk 4 (empat) bulan kedua, dibayar 75% (tujuh puluh lima perseratus) dari upah;"
38,"c. untuk 4 (empat) bulan ketiga, dibayar 50% (lima puluh perseratus) dari upah; dan d. untuk bulan selanjutnya dibayar 25% (dua puluh lima perseratus) dari upah sebelum pemutusan hubungan kerja dilakukan oleh pengusaha."
