id,uu_id,bab,konten_bab,bagian,nama_bagian,pasal,context,context_number,content,halaman,kategori
114,uu_06_2023,IV,KETENAGAKERJAAN,Kelima,Pelindungan Pekerja Migran Indonesia,84,Ayat,1,"Ketentuan Pasal 1 diubah sehingga berbunyi sebagai berikut:
Pasal 1
Dalam Undang-Undang ini yang dimaksud dengan:
1. Calon Pekerja Migran Indonesia adalah setiap tenaga kerja Indonesia yang memenuhi syarat sebagai pencari kerja yang akan bekerja di luar negeri dan terdaftar di instansi pemerintah kabupaten/kota yang bertanggung jawab di bidang ketenagakerjaan.
2. Pekerja Migran Indonesia adalah setiap warga negara Indonesia yang akan, sedang, atau telah melakukan pekerjaan dengan menerima upah di luar wilayah Republik Indonesia.
3. Keluarga Pekerja Migran Indonesia adalah suami, istri, anak, atau orang tua termasuk hubungan karena putusan dan/atau penetapan pengadilan, baik yang berada di Indonesia maupun yang tinggal bersama Pekerja Migran Indonesia di luar negeri.",573,Pekerja Migran Indonesia
115,uu_06_2023,IV,KETENAGAKERJAAN,Kelima,Pelindungan Pekerja Migran Indonesia,84,Ayat,1,"4. Pekerja Migran Indonesia Perseorangan adalah Pekerja Migran Indonesiayang akan bekerja ke luar negeri tanpa melalui pelaksana penempatan.
5. Pelindungan Pekerja Migran Indonesia adalah segala upaya untuk melindungi kepentingan Calon Pekerja Migran Indonesia dan/atau Pekerja Migran Indonesia dan keluarganya dalam mewujudkan terjaminnya pemenuhan haknya dalam keseluruhan kegiatan sebelum bekerja, selama bekerja, dan setelah bekerja dalam aspek hukum, ekonomi, dan sosial.
6. Pelindungan Sebelum Bekerja adalah keseluruhan aktivitas untuk memberikan pelindungan sejak pendaftaran sampai pemberangkatan.
7. Pelindungan Selama Bekerja adalah keseluruhan aktivitas untuk memberikan pelindungan selama Pekerja Migran Indonesia dan anggota keluarganya berada di luar negeri.
8. Pelindungan Setelah Bekerja adalah keseluruhan aktivitas untuk memberikan pelindungan sejak Pekerja Migran lndonesia dan anggota keluarganya tiba di debarkasi di Indonesia hingga kembali ke daerah asal, termasuk pelayanan lanjutan menjadi pekerja produktif.
9. Perusahaan Penempatan Pekerja Migran Indonesia adalah badan usaha berbadan hukum perseroan terbatas yang telah memperoleh izin tertulis dari Pemerintah Pusat untuk menyelenggarakan pelayanan penempatan Pekerja Migran Indonesia.
10. Mitra Usaha adalah instansi dan/atau badan usaha berbentuk badan hukum di negara tujuan penempatan yang bertanggung jawab menempatkan Pekerja Migran Indonesia pada Pemberi Kerja.
11. Pemberi Kerja adalah instansi pemerintah, badan hukum pemerintah, badan hukum swasta, dan/atau perseorangan di negara tujuan penempatan yang mempekerjakan Pekerja Migran Indonesia.",574,Pekerja Migran Indonesia
116,uu_06_2023,IV,KETENAGAKERJAAN,Kelima,Pelindungan Pekerja Migran Indonesia,84,Ayat,1,"12. Perjanjian Kerja Sama Penempatan adalah perjanjian tertulis antara Perusahaan Penempatan Pekerja Migran Indonesia dan Mitra Usaha atau Pemberi Kerja yang memuat hak dan kewajiban setiap pihak dalam rangka penempatan dan Pelindungan Pekerja Migran Indonesia di negara tujuan penempatan.
13. Perjanjian Penempatan Pekerja Migran Indonesia yang selanjutnya disebut Perjanjian Penempatan adalah perjanjian tertulis antara pelaksana penempatan Pekerja Migran Indonesia dan Calon Pekerja Migran Indonesia yang memuat hak dan kewajiban setiap pihak, dalam rangka penempatan Pekerja Migran Indonesia di negara tujuan penempatan sesuai dengan ketentuan peraturan perundang-undangan.
14. Perjanjian Kerja adalah perjanjian tertulis antara Pekerja Migran Indonesia dan Pemberi Kerja yang memuat syarat kerja, hak, dan kewajiban setiap pihak, serta jaminan keamanan dan keselamatan selama bekerja sesuai dengan ketentuan peraturan perundang-undangan.
15. Visa Kerja adalah izin tertulis yang diberikan oleh pejabat yang berwenang di suatu negara tujuan penempatan yang memuat persetujuan untuk masuk dan melakukan pekerjaan di negara yang bersangkutan.
16. Surat Izin Perusahaan Penempatan Pekerja Migran Indonesia yang selanjutnya disebut SIP3MI adalah izin tertulis yang diberikan oleh Pemerintah Pusat kepada badan usaha berbadan hukum lndonesia yang akan menjadi Perusahaan Penempatan Pekerja Migran Indonesia.
17. Surat Izin Perekrutan Pekerja Migran Indonesia yang selanjutnya disebut SIP2MI adalah izin yang diberikan oleh kepala Badan kepada Perusahaan Penempatan Pekerja Migran Indonesia yang digunakan untuk menempatkan Calon Pekerja Migran Indonesia.
18. Jaminan Sosial adalah salah satu bentuk pelindungan sosial untuk menjamin seluruh rakyat agar dapat memenuhi kebutuhan dasar hidupnya yang layak.",575,Pekerja Migran Indonesia
117,uu_06_2023,IV,KETENAGAKERJAAN,Kelima,Pelindungan Pekerja Migran Indonesia,84,Ayat,1,"19. Orang adalah orang perseorangan dan/atau korporasi.
20. Badan Penyelenggara Jaminan Sosial adalah badan hukum yang menyelenggarakan program Jaminan Sosial Pekerja Migran Indonesia.
21. Pemerintah Pusat adalah Presiden Republik Indonesia yang memegang kekuasaan pemerintahan negara Republik Indonesia yang dibantu oleh Wakil Presiden dan menteri sebagaimana dimaksud dalam Undang-Undang Dasar Negara Republik Indonesia Tahun 1945.
22. Pemerintah Daerah adalah kepala daerah sebagai unsur penyelenggara Pemerintahan Daerah yang memimpin pelaksanaan urusan pemerintahan yang menjadi kewenangan daerah otonom.
23. Pemerintah Desa adalah kepala desa atau yang disebut dengan nama lain dibantu perangkat desa sebagai unsur penyelenggara pemerintahan desa.
24. Perwakilan Republik Indonesia di Luar Negeri yang selanjutnya disebut Perwakilan Republik Indonesia adalah perwakilan diplomatik dan perwakilan konsuler Republik Indonesia yang secara resmi mewakili dan memperjuangkan kepentingan bangsa, negara, dan pemerintah Republik Indonesia secara keseluruhan di negara tujuan penempatan atau pada organisasi internasional.
25. Menteri adalah menteri yang menyelenggarakan urusan pemerintahan di bidang ketenagakerjaan.
26. Badan adalah lembaga pemerintah nonkementerian yang bertugas sebagai pelaksana kebijakan dalam pelayanan dan Pelindungan Pekerja Migran Indonesia secara terpadu.",576,Pekerja Migran Indonesia
118,uu_06_2023,IV,KETENAGAKERJAAN,Kelima,Pelindungan Pekerja Migran Indonesia,84,Ayat,2,Ketentuan Pasal 51 diubah sehingga berbunyi sebagai berikut:,576,Pekerja Migran Indonesia
119,uu_06_2023,IV,KETENAGAKERJAAN,Kelima,Pelindungan Pekerja Migran Indonesia,84,Ayat,2,"Pasal 51
(1) Perusahaan Penempatan Pekerja Migran Indonesia sebagaimana dimaksud dalam Pasal 49 huruf b wajib memiliki izin yang memenuhi Perizinan Berusaha dan diterbitkan oleh Pemerintah Pusat.
(2) Izin sebagaimana dimaksud pada ayat (1) tidak dapat dialihkan dan dipindahtangankan kepada pihak lain.
(3) Perizinan Berusaha sebagaimana dimaksud pada ayat (1) harus memenuhi norma, standar, prosedur, dan kriteria yang ditetapkan oleh Pemerintah Pusat.",577,Pekerja Migran Indonesia
120,uu_06_2023,IV,KETENAGAKERJAAN,Kelima,Pelindungan Pekerja Migran Indonesia,84,Ayat,3,"Ketentuan Pasal 53 diubah sehingga berbunyi sebagai berikut:
Pasal 53
(1) Perusahaan Penempatan Pekerja Migran Indonesia dapat membentuk kantor cabang di luar wilayah domisili kantor pusatnya.
(2) Kegiatan yang dilakukan oleh kantor cabang Perusahaan Penempatan Pekerja Migran Indonesia menjadi tanggung jawab kantor pusat Perusahaan Penempatan Pekerja Migran Indonesia.
(3) Kantor cabang sebagaimana dimaksud pada ayat (1) wajib memenuhi Perizinan Berusaha yang diterbitkan oleh Pemerintah Daerah provinsi.
(4) Perizinan Berusaha sebagaimana dimaksud pada ayat (3) harus memenuhi norma, standar, prosedur, dan kriteria yang ditetapkan oleh Pemerintah Pusat.",577,Pekerja Migran Indonesia
121,uu_06_2023,IV,KETENAGAKERJAAN,Kelima,Pelindungan Pekerja Migran Indonesia,84,Ayat,4,Ketentuan Pasal 57 diubah sehingga berbunyi sebagai berikut:,577,Pekerja Migran Indonesia
122,uu_06_2023,IV,KETENAGAKERJAAN,Kelima,Pelindungan Pekerja Migran Indonesia,84,Ayat,4,"Pasal 57 (1) Perusahaan Penempatan Pekerja Migran Indonesia harus menyerahkan pembaruan data paling lambat 30 (tiga puluh) hari kerja. (2) Dalam hal Perusahaan Penempatan Pekerja Migran Indonesia tidak menyerahkan pembaruan data sebagaimana dimaksud pada ayat (1), Perusahaan Penempatan Pekerja Migran Indonesia diizinkan untuk memperbarui izin paling lambat 30 (tiga puluh) hari kerja dengan membayar denda keterlambatan. (3) Ketentuan mengenai denda keterlambatan sebagaimana dimaksud pada ayat (2) dilaksanakan sesuai dengan ketentuan peraturan perundang-undangan.",578,Pekerja Migran Indonesia
123,uu_06_2023,IV,KETENAGAKERJAAN,Kelima,Pelindungan Pekerja Migran Indonesia,84,Ayat,5,"Di antara Pasal 89 dan Pasal 90 disisipkan 1 (satu) pasal, yakni Pasal 89A sehingga berbunyi sebagai berikut: Pasal 89A Pada saat berlakunya Undang-Undang ini, pengertian atau makna SIP3MI dalam Undang-Undang Nomor 18 Tahun 2017 tentang Pelindungan Pekerja Migran Indonesia menyesuaikan dengan ketentuan mengenai Perizinan Berusaha.",578,Pekerja Migran Indonesia
124,uu_13_2003,,,,,,Judul,,UNDANG-UNDANG REPUBLIK INDONESIA NOMOR 13 TAHUN 2003 TENTANG KETENAGAKERJAAN,1,
125,uu_13_2003,,,,,,Pembuka,,"DENGAN RAHMAT TUHAN YANG MAHA ESA PRESIDEN REPUBLIK INDONESIA,",1,
126,uu_13_2003,,,,,,Pertimbangan,Menimbang,"a. bahwa pembangunan nasional dilaksanakan dalam rangka pembangunan manusia Indonesia seutuhnya dan pembangunan masyarakat Indonesia seluruhnya untuk mewujudkan masyarakat yang sejahtera, adil, makmur, yang merata, baik materiil maupun spiritual berdasarkan Pancasila dan Undang Undang Dasar Negara Republik Indonesia Tahun 1945;
b. bahwa dalam pelaksanaan pembangunan nasional, tenaga kerja mempunyai peranan dan kedudukan yang sangat penting sebagai pelaku dan tujuan pembangunan;
c. bahwa sesuai dengan peranan dan kedudukan tenaga kerja, diperlukan pembangunan ketenagakerjaan untuk meningkatkan kualitas tenaga kerja dan peran sertanya dalam pembangunan serta peningkatan perlindungan tenaga kerja dan keluarganya sesuai dengan harkat dan martabat kemanusiaan;
d. bahwa perlindungan terhadap tenaga kerja dimaksudkan untuk menjamin hak hak dasar pekerja/buruh dan menjamin kesamaan kesempatan serta perlakuan tanpa diskriminasi atas dasar apa pun untuk mewujudkan kesejahteraan pekerja/buruh dan keluarganya dengan tetap memperhatikan perkembangan kemajuan dunia usaha;
e. bahwa beberapa undang undang di bidang ketenagakerjaan dipandang sudah tidak sesuai lagi dengan kebutuhan dan tuntutan pembangunan ketenagakerjaan, oleh karena itu perlu dicabut dan/atau ditarik kembali;",1,
127,uu_13_2003,,,,,,Pertimbangan,,"f. bahwa berdasarkan pertimbangan sebagaimana tersebut pada huruf a, b, c, d, dan e perlu membentuk Undang undang tentang Ketenagakerjaan;",2,
128,uu_13_2003,,,,,,Pengingat,Mengingat,"Pasal 5 ayat (1), Pasal 20 ayat (2), Pasal 27 ayat (2), Pasal 28, dan Pasal 33 ayat (1) Undang Undang Dasar Negara Republik Indonesia Tahun 1945;",2,
129,uu_13_2003,,,,,,Persetujuan,,Dengan persetujuan bersama antara DEWAN PERWAKILAN RAKYAT REPUBLIK INDONESIA DAN PRESIDEN REPUBLIK INDONESIA MEMUTUSKAN:,2,
130,uu_13_2003,,,,,,Penetapan,Menetapkan,UNDANG-UNDANG TENTANG KETENAGAKERJAAN.,2,
131,uu_13_2003,I,KETENTUAN UMUM,,,,BAB,I,KETENTUAN UMUM,2,
132,uu_13_2003,I,KETENTUAN UMUM,,,1,Pasal,1,Dalam undang undang ini yang dimaksud dengan:,2,
133,uu_13_2003,I,KETENTUAN UMUM,,,1,Ayat,1,"Ketenagakerjaan adalah segala hal yang berhubungan dengan tenaga kerja pada waktu sebelum, selama, dan sesudah masa kerja.",2,
134,uu_13_2003,I,KETENTUAN UMUM,,,1,Ayat,2,Tenaga kerja adalah setiap orang yang mampu melakukan pekerjaan guna menghasilkan barang dan/atau jasa baik untuk memenuhi kebutuhan sendiri maupun untuk masyarakat.,2,
135,uu_13_2003,I,KETENTUAN UMUM,,,1,Ayat,3,Pekerja/buruh adalah setiap orang yang bekerja dengan menerima upah atau imbalan dalam bentuk lain.,2,
136,uu_13_2003,I,KETENTUAN UMUM,,,1,Ayat,4,"Pemberi kerja adalah orang perseorangan, pengusaha, badan hukum, atau badan-badan lainnya yang mempekerjakan tenaga kerja dengan membayar upah atau imbalan dalam bentuk lain.",2,
137,uu_13_2003,I,KETENTUAN UMUM,,,1,Ayat,5,"Pengusaha adalah:
a. orang perseorangan, persekutuan, atau badan hukum yang menjalankan suatu perusahaan milik sendiri;",2,
138,uu_13_2003,I,KETENTUAN UMUM,,,1,Ayat,5,"b. orang perseorangan, persekutuan, atau badan hukum yang secara berdiri sendiri menjalankan perusahaan bukan miliknya;
c. orang perseorangan, persekutuan, atau badan hukum yang berada di Indonesia mewakili perusahaan sebagaimana dimaksud dalam huruf a dan b yang berkedudukan di luar wilayah Indonesia.",3,
139,uu_13_2003,I,KETENTUAN UMUM,,,1,Ayat,6,"Perusahaan adalah :
a. setiap bentuk usaha yang berbadan hukum atau tidak, milik orang perseorangan, milik persekutuan, atau milik badan hukum, baik milik swasta maupun milik negara yang mempekerjakan pekerja/buruh dengan membayar upah atau imbalan dalam bentuk lain;
b. usaha-usaha sosial dan usaha-usaha lain yang mempunyai pengurus dan mempekerjakan orang lain dengan membayar upah atau imbalan dalam bentuk lain.",3,
140,uu_13_2003,I,KETENTUAN UMUM,,,1,Ayat,7,"Perencanaan tenaga kerja adalah proses penyusunan rencana ketenagakerjaan secara sistematis yang dijadikan dasar dan acuan dalam penyusunan kebijakan, strategi, dan pelaksanaan program pembangunan ketenagakerjaan yang berkesinambungan.",3,
141,uu_13_2003,I,KETENTUAN UMUM,,,1,Ayat,8,"Informasi ketenagakerjaan adalah gabungan, rangkaian, dan analisis data yang berbentuk angka yang telah diolah, naskah dan dokumen yang mempunyai arti, nilai dan makna tertentu mengenai ketenagakerjaan.",3,
142,uu_13_2003,I,KETENTUAN UMUM,,,1,Ayat,9,"Pelatihan kerja adalah keseluruhan kegiatan untuk memberi, memperoleh, meningkatkan, serta mengembangkan kompetensi kerja, produktivitas, disiplin, sikap, dan etos kerja pada tingkat keterampilan dan keahlian tertentu sesuai dengan jenjang dan kualifikasi jabatan atau pekerjaan.",3,
143,uu_13_2003,I,KETENTUAN UMUM,,,1,Ayat,10,"Kompetensi kerja adalah kemampuan kerja setiap individu yang mencakup aspek pengetahuan, keterampilan, dan sikap kerja yang sesuai dengan standar yang ditetapkan.",3,
144,uu_13_2003,I,KETENTUAN UMUM,,,1,Ayat,11,"Pemagangan adalah bagian dari sistem pelatihan kerja yang diselenggarakan secara terpadu antara pelatihan di lembaga pelatihan dengan bekerja secara langsung di bawah bimbingan dan pengawasan instruktur atau pekerja/buruh yang lebih berpengalaman, dalam proses produksi barang dan/atau jasa di perusahaan, dalam rangka menguasai keterampilan atau keahlian tertentu.",3,
145,uu_13_2003,I,KETENTUAN UMUM,,,1,Ayat,12,"Pelayanan penempatan tenaga kerja adalah kegiatan untuk mempertemukan tenaga kerja dengan pemberi kerja, sehingga tenaga kerja dapat memperoleh pekerjaan yang sesuai dengan bakat, minat, dan kemampuannya, dan pemberi kerja dapat memperoleh tenaga kerja yang sesuai dengan kebutuhannya.",4,
146,uu_13_2003,I,KETENTUAN UMUM,,,1,Ayat,13,Tenaga kerja asing adalah warga negara asing pemegang visa dengan maksud bekerja di wilayah Indonesia.,4,
147,uu_13_2003,I,KETENTUAN UMUM,,,1,Ayat,14,"Perjanjian kerja adalah perjanjian antara pekerja/buruh dengan pengusaha atau pemberi kerja yang memuat syarat syarat kerja, hak, dan kewajiban para pihak.",4,
148,uu_13_2003,I,KETENTUAN UMUM,,,1,Ayat,15,"Hubungan kerja adalah hubungan antara pengusaha dengan pekerja/buruh berdasarkan perjanjian kerja, yang mempunyai unsur pekerjaan, upah, dan perintah.",4,
149,uu_13_2003,I,KETENTUAN UMUM,,,1,Ayat,16,"Hubungan industrial adalah suatu sistem hubungan yang terbentuk antara para pelaku dalam proses produksi barang dan/atau jasa yang terdiri dari unsur pengusaha, pekerja/buruh, dan pemerintah yang didasarkan pada nilai nilai Pancasila dan Undang Undang Dasar Negara Republik Indonesia Tahun 1945. 17. Serikat pekerja/serikat buruh adalah organisasi yang dibentuk dari, oleh, dan untuk pekerja/buruh baik di perusahaan maupun di luar perusahaan, yang bersifat bebas, terbuka, mandiri, demokratis, dan bertanggung jawab guna memperjuangkan, membela serta melindungi hak dan kepentingan pekerja/buruh serta meningkatkan kesejahteraan pekerja/buruh dan keluarganya.",4,
150,uu_13_2003,I,KETENTUAN UMUM,,,1,Ayat,18,Lembaga kerja sama bipartit adalah forum komunikasi dan konsultasi mengenai hal-hal yang berkaitan dengan hubungan industrial di satu perusahaan yang anggotanya terdiri dari pengusaha dan serikat pekerja/ serikat buruh yang sudah tercatat instansi yang bertanggung jawab di bidang ketenagakerjaan atau unsur pekerja/buruh.,4,
151,uu_13_2003,I,KETENTUAN UMUM,,,1,Ayat,19,"Lembaga kerja sama tripartit adalah forum komunikasi, konsultasi dan musyawarah tentang masalah ketenagakerjaan yang anggotanya terdiri dari unsur organisasi pengusaha, serikat pekerja/serikat buruh, dan pemerintah.",4,
152,uu_13_2003,I,KETENTUAN UMUM,,,1,Ayat,20,Peraturan perusahaan adalah peraturan yang dibuat secara tertulis oleh pengusaha yang memuat syarat syarat kerja dan tata tertib perusahaan.,5,
153,uu_13_2003,I,KETENTUAN UMUM,,,1,Ayat,21,"Perjanjian kerja bersama adalah perjanjian yang merupakan hasil perundingan antara serikat pekerja/serikat buruh atau beberapa serikat pekerja/serikat buruh yang tercatat pada instansi yang bertanggung jawab di bidang ketenagakerjaan dengan pengusaha, atau beberapa pengusaha atau perkumpulan pengusaha yang memuat syarat syarat kerja, hak dan kewajiban kedua belah pihak.",5,
154,uu_13_2003,I,KETENTUAN UMUM,,,1,Ayat,22,"Perselisihan hubungan industrial adalah perbedaan pendapat yang mengakibatkan pertentangan antara pengusaha atau gabungan pengusaha dengan pekerja/buruh atau serikat pekerja/serikat buruh karena adanya perselisihan mengenai hak, perselisihan kepentingan, dan perselisihan pemutusan hubungan kerja serta perselisihan antar serikat pekerja/serikat buruh hanya dalam satu perusahaan.",5,
155,uu_13_2003,I,KETENTUAN UMUM,,,1,Ayat,23,Mogok kerja adalah tindakan pekerja/buruh yang direncanakan dan dilaksanakan secara bersama-sama dan/atau oleh serikat pekerja/serikat buruh untuk menghentikan atau memperlambat pekerjaan.,5,
156,uu_13_2003,I,KETENTUAN UMUM,,,1,Ayat,24,Penutupan perusahaan (lock out) adalah tindakan pengusaha untuk menolak pekerja/buruh seluruhnya atau sebagian untuk menjalankan pekerjaan.,5,
157,uu_13_2003,I,KETENTUAN UMUM,,,1,Ayat,25,Pemutusan hubungan kerja adalah pengakhiran hubungan kerja karena suatu hal tertentu yang mengakibatkan berakhirnya hak dan kewajiban antara pekerja/buruh dan pengusaha.,5,
158,uu_13_2003,I,KETENTUAN UMUM,,,1,Ayat,26,Anak adalah setiap orang yang berumur di bawah 18 (delapan belas) tahun.,5,
159,uu_13_2003,I,KETENTUAN UMUM,,,1,Ayat,27,Siang hari adalah waktu antara pukul 06.00 sampai dengan pukul 18.00.,5,
160,uu_13_2003,I,KETENTUAN UMUM,,,1,Ayat,28,1 (satu) hari adalah waktu selama 24 (dua puluh empat) jam.,5,
161,uu_13_2003,I,KETENTUAN UMUM,,,1,Ayat,29,Seminggu adalah waktu selama 7 (tujuh) hari.,5,
162,uu_13_2003,I,KETENTUAN UMUM,,,1,Ayat,30,"Upah adalah hak pekerja/buruh yang diterima dan dinyatakan dalam bentuk uang sebagai imbalan dari pengusaha atau pemberi kerja kepada pekerja/buruh yang ditetapkan dan dibayarkan menurut suatu perjanjian kerja, kesepakatan, atau peraturan perundang-undangan, termasuk tunjangan bagi pekerja/buruh dan keluarganya atas suatu pekerjaan dan/atau jasa yang telah atau akan dilakukan.",5,
163,uu_13_2003,I,KETENTUAN UMUM,,,1,Ayat,31,"Kesejahteraan pekerja/buruh adalah suatu pemenuhan kebutuhan dan/atau keperluan yang bersifat jasmaniah dan rohaniah, baik di dalam maupun di luar hubungan kerja, yang secara langsung atau tidak langsung dapat mempertinggi produktivitas kerja dalam lingkungan kerja yang aman dan sehat.",6,
164,uu_13_2003,I,KETENTUAN UMUM,,,1,Ayat,32,Pengawasan ketenagakerjaan adalah kegiatan mengawasi dan menegakkan pelaksanaan peraturan perundang-undangan di bidang ketenagakerjaan.,6,
165,uu_13_2003,I,KETENTUAN UMUM,,,1,Ayat,33,Menteri adalah menteri yang bertanggung jawab di bidang ketenagakerjaan.,6,
166,uu_13_2003,II,"LANDASAN, ASAS, DAN TUJUAN",,,1,BAB,II,"LANDASAN, ASAS, DAN TUJUAN",6,
167,uu_13_2003,II,"LANDASAN, ASAS, DAN TUJUAN",,,2,Pasal,2,Pembangunan ketenagakerjaan berlandaskan Pancasila dan Undang Undang Dasar Negara Republik Indonesia Tahun 1945.,6,
168,uu_13_2003,II,"LANDASAN, ASAS, DAN TUJUAN",,,3,Pasal,3,Pembangunan ketenagakerjaan diselenggarakan atas asas keterpaduan dengan melalui koordinasi fungsional lintas sektoral pusat dan daerah.,6,
169,uu_13_2003,II,"LANDASAN, ASAS, DAN TUJUAN",,,4,Pasal,4,"Pembangunan ketenagakerjaan bertujuan:
a. memberdayakan dan mendayagunakan tenaga kerja secara optimal dan manusiawi;
b. mewujudkan pemerataan kesempatan kerja dan penyediaan tenaga kerja yang sesuai dengan kebutuhan pembangunan nasional dan daerah;
c. memberikan perlindungan kepada tenaga kerja dalam mewujudkan kesejahteraan; dan
d. meningkatkan kesejahteraan tenaga kerja dan keluarganya.",6,
170,uu_13_2003,III,KESEMPATAN DAN PERLAKUAN YANG SAMA,,,4,BAB,III,KESEMPATAN DAN PERLAKUAN YANG SAMA,7,
171,uu_13_2003,III,KESEMPATAN DAN PERLAKUAN YANG SAMA,,,5,Pasal,5,Setiap tenaga kerja memiliki kesempatan yang sama tanpa diskriminasi untuk memperoleh pekerjaan.,7,
172,uu_13_2003,III,KESEMPATAN DAN PERLAKUAN YANG SAMA,,,6,Pasal,6,Setiap pekerja/buruh berhak memperoleh perlakuan yang sama tanpa diskriminasi dari pengusaha.,7,
173,uu_13_2003,IV,PERENCANAAN TENAGA KERJA DAN INFORMASI KETENAGAKERJAAN,,,6,BAB,IV,PERENCANAAN TENAGA KERJA DAN INFORMASI KETENAGAKERJAAN,7,
174,uu_13_2003,IV,PERENCANAAN TENAGA KERJA DAN INFORMASI KETENAGAKERJAAN,,,7,Pasal,7,(NULL),7,
175,uu_13_2003,IV,PERENCANAAN TENAGA KERJA DAN INFORMASI KETENAGAKERJAAN,,,7,Ayat,1,"Dalam rangka pembangunan ketenagakerjaan, pemerintah menetapkan kebijakan dan menyusun perencanaan tenaga kerja.",7,
176,uu_13_2003,IV,PERENCANAAN TENAGA KERJA DAN INFORMASI KETENAGAKERJAAN,,,7,Ayat,2,"Perencanaan tenaga kerja meliputi:
a. perencanaan tenaga kerja makro; dan
b. perencanaan tenaga kerja mikro.",7,
177,uu_13_2003,IV,PERENCANAAN TENAGA KERJA DAN INFORMASI KETENAGAKERJAAN,,,7,Ayat,3,"Dalam penyusunan kebijakan, strategi, dan pelaksanaan program pembangunan ketenagakerjaan yang berkesinambungan, pemerintah harus berpedoman pada perencanaan tenaga kerja sebagaimana dimaksud dalam ayat (1).",7,
178,uu_13_2003,IV,PERENCANAAN TENAGA KERJA DAN INFORMASI KETENAGAKERJAAN,,,8,Pasal,8,"(1) Perencanaan tenaga kerja disusun atas dasar informasi ketenagakerjaan yang antara lain meliputi:
a. penduduk dan tenaga kerja;
b. kesempatan kerja;
c. pelatihan kerja termasuk kompetensi kerja;
d. produktivitas tenaga kerja;",7,
179,uu_13_2003,IV,PERENCANAAN TENAGA KERJA DAN INFORMASI KETENAGAKERJAAN,,,8,Ayat,3,"e. hubungan industrial; f. kondisi lingkungan kerja;
g. pengupahan dan kesejahteraan tenaga kerja; dan
h. jaminan sosial tenaga kerja.",8,
180,uu_13_2003,IV,PERENCANAAN TENAGA KERJA DAN INFORMASI KETENAGAKERJAAN,,,8,Ayat,2,"Informasi ketenagakerjaan sebagaimana dimaksud dalam ayat (1), diperoleh dari semua pihak yang terkait, baik instansi pemerintah maupun swasta.",8,
181,uu_13_2003,IV,PERENCANAAN TENAGA KERJA DAN INFORMASI KETENAGAKERJAAN,,,8,Ayat,3,Ketentuan mengenai tata cara memperoleh informasi ketenagakerjaan dan penyusunan serta pelaksanaan perencanaan tenaga kerja sebagaimana dimaksud dalam ayat (1) diatur dengan Peraturan Pemerintah.,8,
182,uu_13_2003,V,PELATIHAN KERJA,,,8,BAB,V,PELATIHAN KERJA,8,
183,uu_13_2003,V,PELATIHAN KERJA,,,9,Pasal,9,"Pelatihan kerja diselenggarakan dan diarahkan untuk membekali, meningkatkan, dan mengembangkan kompetensi kerja guna meningkatkan kemampuan, produktivitas, dan kesejahteraan.",8,Pelatihan Kerja
184,uu_13_2003,V,PELATIHAN KERJA,,,10,Pasal,10,(NULL),8,
185,uu_13_2003,V,PELATIHAN KERJA,,,10,Ayat,1,"Pelatihan kerja dilaksanakan dengan memperhatikan kebutuhan pasar kerja dan dunia usaha, baik di dalam maupun di luar hubungan kerja.",8,Pelatihan Kerja
186,uu_13_2003,V,PELATIHAN KERJA,,,10,Ayat,2,Pelatihan kerja diselenggarakan berdasarkan program pelatihan yang mengacu pada standar kompetensi kerja.,8,Pelatihan Kerja
187,uu_13_2003,V,PELATIHAN KERJA,,,10,Ayat,3,Pelatihan kerja dapat dilakukan secara berjenjang.,8,Pelatihan Kerja
188,uu_13_2003,V,PELATIHAN KERJA,,,10,Ayat,4,Ketentuan mengenai tata cara penetapan standar kompetensi kerja sebagaimana dimaksud dalam ayat (2) diatur dengan Keputusan Menteri.,8,Pelatihan Kerja
189,uu_13_2003,V,PELATIHAN KERJA,,,11,Pasal,11,"Setiap tenaga kerja berhak untuk memperoleh dan/atau meningkatkan dan/atau mengembangkan kompetensi kerja sesuai dengan bakat, minat, dan kemampuannya melalui pelatihan kerja.",8,Pelatihan Kerja
190,uu_13_2003,V,PELATIHAN KERJA,,,12,Pasal,12,(NULL),9,
191,uu_13_2003,V,PELATIHAN KERJA,,,12,Ayat,1,Pengusaha bertanggung jawab atas peningkatan dan/atau pengembangan kompetensi pekerjanya melalui pelatihan kerja.,9,Pelatihan Kerja
192,uu_13_2003,V,PELATIHAN KERJA,,,12,Ayat,2,Peningkatan dan/atau pengembangan kompetensi sebagaimana dimaksud dalam ayat (1) diwajibkan bagi pengusaha yang memenuhi persyaratan yang diatur dengan Keputusan Menteri.,9,Pelatihan Kerja
193,uu_13_2003,V,PELATIHAN KERJA,,,12,Ayat,3,Setiap pekerja/buruh memiliki kesempatan yang sama untuk mengikuti pelatihan kerja sesuai dengan bidang tugasnya.,9,Pelatihan Kerja
194,uu_13_2003,V,PELATIHAN KERJA,,,13,Pasal,13,(NULL),9,
195,uu_13_2003,V,PELATIHAN KERJA,,,13,Ayat,1,Pelatihan kerja diselenggarakan oleh lembaga pelatihan kerja pemerintah dan/atau lembaga pelatihan kerja swasta.,9,
196,uu_13_2003,V,PELATIHAN KERJA,,,13,Ayat,2,Pelatihan kerja dapat diselenggarakan di tempat pelatihan atau tempat kerja.,9,
